track_name,track_number,track_popularity,explicit,artist_popularity,artist_followers,album_total_tracks,album_type,track_duration_min
Nice To Each Other,1,86,0,88,1524283,1,2,3.48
THE LOVER,4,42,0,50,25025,8,0,2.34
Zombie,1,69,0,73,3204129,3,2,4.11
Just Keep Watching (From F1® The Movie),1,90,0,88,9256589,1,2,2.37
Easy Lover,6,68,0,81,26561582,13,0,3.11
End of the World,3,66,0,81,26564677,13,0,4.17
Fame is a Gun,1,72,0,74,1364231,1,2,3.05
Fiction,1,39,0,34,727,2,2,2.88
Girls Like You,1,63,0,59,92183,1,2,3.59
Man Of The Year,1,36,0,80,10539134,2,2,3.0
Miracle,1,27,0,41,2489,1,2,2.2
No Division (feat. XSALT),1,58,0,60,1214137,2,2,6.11
Not Possible,1,55,0,45,27568,1,2,2.55
STRONG MEN,8,21,1,6,141,13,0,2.52
The Reason,6,35,0,40,507,11,0,2.22
Mina Kupenda,1,67,0,62,47263,1,2,2.06
cliché,1,53,0,78,5642925,1,2,2.93
Get Gone,1,37,0,24,818,3,2,2.48
3AM,3,36,0,40,502,11,0,2.52
Breakeven,1,48,0,40,507,11,0,2.64
Can't Decide,1,73,0,59,45843,1,2,2.92
Somewhere Over Laredo,1,69,0,73,1538992,1,2,3.76
Bloodline,1,79,0,84,2896488,1,2,3.03
Under Your Skin,1,44,0,40,4549,1,2,3.0
I.R.M.F.,1,23,1,8,34,1,2,3.02
"farewell, kacey",2,34,0,30,2957,3,2,1.31
Come On Home,1,21,0,6,46,1,2,3.75
Don’t Say You Love Me,1,88,0,80,9703374,7,0,3.01
I Got Better,2,54,0,88,13999205,37,0,3.41
20 Cigarettes,11,49,0,88,14005617,37,0,2.68
Afrocat (Fortune Cookie),1,41,0,37,2184,3,2,2.08
Miss You,1,40,0,64,2174956,1,2,2.18
Monster Paradise,1,65,0,66,115232,1,2,2.75
One Thing,1,78,1,77,1462626,1,2,3.48
What I Want (feat. Tate McRae),4,86,0,88,14005617,37,0,3.07
Bottle Rockets (feat. Hootie & The Blowfish),1,71,0,61,1143926,1,2,3.92
Head,2,38,0,26,7366,10,1,3.66
The Good Life,1,52,0,42,483,1,2,2.35
Tonight,1,49,1,49,8802,3,2,2.51
Illegal,1,81,0,78,4759233,9,0,2.49
Breathe,1,39,0,26,4188,1,2,3.05
LIFESTYLE,1,38,1,24,671,1,2,3.03
moody,1,63,1,73,576895,1,2,2.93
Young & Dumb (feat. Simple Plan),1,61,0,76,12004691,1,2,2.77
Good Love,6,12,0,2,33,11,0,3.3
Beast Mode,1,12,0,8,10,18,0,2.3
Shot Callin,1,73,1,85,14958573,1,2,3.75
Priceless (feat. LISA),1,70,0,85,45764832,1,2,2.72
She Ready,7,63,1,73,2398201,18,0,2.98
TU SANCHO,8,87,1,89,19797218,12,0,2.96
Burning Blue,1,72,0,73,1180085,1,2,3.42
Marlboro Rojo,9,87,1,89,19735177,12,0,3.06
Amanhecer,1,5,0,2,0,1,2,3.01
Lose My Mind (feat. Doja Cat) [From F1® The Movie],1,83,0,85,7465428,1,2,3.48
Gnarly,1,88,1,82,5242034,1,2,2.28
I Been On,1,24,1,8,155,1,2,3.13
Bad Habit,1,46,1,56,130326,1,2,1.99
"The Path - from The Last of Us: Season 2""""",1,28,0,63,394210,1,2,2.24
touch me,1,53,1,59,130194,3,2,2.73
Pray To Me,1,44,0,58,146944,1,2,2.75
Prove It!,1,46,0,28,309,1,2,3.85
Sailor Song,1,86,0,75,1643950,12,0,3.53
Sirius,1,41,0,37,2091,2,2,2.75
Feel It,11,30,0,79,4684957,15,0,2.63
Engraved On Your Skin,1,47,0,55,68465,3,2,3.46
What Was That,1,41,0,80,10539134,1,2,3.48
Amen,1,56,0,75,1448613,1,2,3.29
Mystical Magical,1,82,0,83,7045466,1,2,2.76
77 - feat. Avril Lavigne,1,44,0,71,2462227,2,2,2.89
FREAKY,1,19,1,5,58,1,2,2.58
Crowd Caffeine,1,50,0,55,557085,3,2,3.37
Don't Fall In Love,1,49,1,49,8741,3,2,2.52
En 4,1,57,1,70,6640767,1,2,3.1
Famous,1,52,0,71,2571784,14,0,2.98
Breathe,1,47,0,53,19064,3,2,2.74
Real Life Fantasy,1,36,0,66,342955,1,2,2.46
Smokestack Twins,2,48,0,64,425177,19,0,3.47
NEVER EVER,1,55,0,59,72278,3,2,2.98
Vem Nin Mim Bebê,1,31,0,13,17,1,2,3.13
Headphones On,1,65,0,74,1364231,1,2,4.0
I Wanna Be Yours - Namira Remix - Radio Edit,1,36,0,18,91,1,2,2.85
In The Air Tonight,1,55,0,71,4968982,2,2,5.02
Street Stories,3,4,0,2,0,6,2,3.42
Blue Strips,1,74,0,76,1626341,2,2,2.45
conversations,1,36,1,35,11989,1,2,2.35
Five Roses,1,38,0,41,30239,2,2,1.85
Forever,1,70,0,53,33160,1,2,2.65
Ghosttown,1,44,0,52,21748,3,2,2.1
What An Awesome God,1,67,0,70,1300663,6,2,3.53
Ubatuba,1,12,0,8,10,1,2,2.93
Disobey,1,14,1,3,24,1,2,3.34
Man on a Bench (Um Um Um),1,56,0,61,26095,1,2,2.24
Cozinhar em Harmonia,1,15,0,8,10,1,2,4.0
Fernando de Noronha,3,11,0,8,10,3,2,2.61
Deus em tudo,1,5,0,2,0,1,2,4.0
Voando Alto,1,12,0,8,10,1,2,1.97
Lollapalooza,1,0,0,1,0,1,2,3.3
Paraty Mirim,1,0,0,8,10,1,2,2.5
Shine Like Stars,1,57,0,55,3650,1,2,3.76
Azizam,1,84,0,88,122773292,1,2,2.7
Still Mine,1,46,0,32,2505,1,2,2.15
Demure Waves,1,0,0,8,10,1,2,2.71
dandelion,17,50,0,90,107401919,19,0,3.41
eternal sunshine,5,63,0,90,107401919,19,0,3.5
Bar None,1,70,0,71,1615711,1,2,2.88
Love Mess,1,18,0,11,325,1,2,3.64
intro (end of the world) - extended,14,48,0,90,107374593,19,0,2.68
twilight zone,15,73,0,90,107389514,19,0,3.3
warm,16,48,0,90,107374593,19,0,3.36
twilight zone,15,72,0,90,107374593,38,0,3.3
Need Me,1,49,1,48,8682,3,2,2.28
Ontario,1,42,0,35,729,1,2,3.52
DEAD WEIGHT,1,22,0,19,9683,1,2,2.49
Younger And Hotter Than Me,2,53,0,81,53263844,14,0,3.16
undressed,1,85,0,85,2789144,1,2,3.03
First Song,1,62,0,46,64215,5,2,1.69
Breakeven,1,45,0,40,2158,1,2,4.07
My Soul,1,47,0,43,769,1,2,2.57
NO MAR EU VOU NAVEGAR,1,5,1,2,0,1,2,3.35
southbound,1,73,1,74,1378074,2,2,2.29
CLASSY,1,42,1,31,10130,1,2,2.76
TOXIC (with Skepta),11,79,1,86,15026799,30,0,2.25
Anxiety,20,74,1,76,3228538,20,0,4.15
Mission,1,35,0,72,190171,1,2,1.97
King,21,45,0,52,78423,21,0,2.98
The Giver,1,73,0,82,7305071,1,2,3.37
Face to Face (Let Me Love You),1,50,0,47,4569,1,2,2.6
Headlock - Slowed,3,52,0,57,22061,4,2,3.87
Handlebars (feat. Dua Lipa),4,75,1,81,12320084,15,0,3.07
Intro : JANE with FKJ,1,61,0,81,12337033,15,0,1.63
CURSE or SPELL,1,20,0,30,6934,1,2,2.9
Damn Right (feat. Childish Gambino & Kali Uchis),10,68,1,81,12320084,15,0,3.84
Die With A Smile,14,86,0,89,42275793,14,0,4.19
ExtraL (feat. Doechii),6,77,1,81,12320084,15,0,2.79
F.T.S.,11,63,1,81,12320084,15,0,2.54
Filter,12,65,1,81,12320084,15,0,2.52
Garden Of Eden,3,74,0,88,42256604,14,0,3.99
Seoul City,13,71,0,81,12337033,15,0,2.73
Starlight,14,66,1,81,12328041,15,0,2.8
start a war,3,68,1,81,12328041,15,0,2.75
twin,15,62,0,81,12320084,15,0,3.48
like JENNIE,2,87,1,81,12320084,15,0,2.05
Love Hangover (feat. Dominic Fike),8,72,1,81,12337033,15,0,3.0
Mantra,7,79,1,81,12328041,15,0,2.27
with the IE (way up),5,73,1,81,12337033,15,0,2.73
ZEN,9,70,1,81,12337033,15,0,3.35
Abracadabra,2,81,0,88,42237551,14,0,3.72
Run It Up,1,65,1,66,876436,1,2,2.89
Why Them?,2,31,0,23,55684,10,0,3.02
Zombie,8,48,0,49,2083,8,0,2.51
505,7,55,0,49,2100,8,0,2.58
Amazed,6,52,0,49,1874,7,2,2.87
Anxiety,1,79,1,76,3227707,2,2,4.15
Creep,2,59,0,49,2083,8,0,2.52
Everlong,1,53,0,49,2083,8,0,2.49
Fishin' In The Dark,2,53,0,49,1866,7,2,2.59
Sex On Fire,3,57,0,48,1921,8,2,2.33
She's Country,1,54,0,49,1874,7,2,2.25
Something Like That,4,50,0,49,1855,7,2,2.97
Sweet Disposition,8,52,0,48,1950,8,2,2.13
Tennessee Whiskey,5,54,0,49,1874,7,2,4.73
What Hurts The Most,7,51,0,49,1874,7,2,2.46
Life Is A Highway,3,55,0,49,1866,7,2,4.51
I Hate Your Ex-Girlfriend (feat. Doechii),2,48,1,56,1078897,12,0,2.39
Truth or Dare,1,54,0,45,27568,1,2,2.61
Like I do,9,65,1,88,9249502,16,0,3.03
Means I care,12,64,1,88,9241516,16,0,2.93
Miss possessive,1,68,1,88,9249502,16,0,2.31
No I'm not in love,11,64,0,88,9241516,16,0,2.83
Nostalgia,16,63,1,88,9241516,16,0,3.05
2 hands,14,65,1,88,9256589,16,0,3.04
bloodonmyhands (feat. Flo Milli),3,68,1,88,9256589,16,0,2.7
Greenlight,13,64,1,88,9249502,16,0,2.75
I know love (feat. The Kid LAROI),8,65,1,88,9249502,16,0,2.6
It's ok I'm ok,10,65,1,88,9241516,16,0,2.61
Dear god,4,68,0,88,9265406,16,0,2.85
Purple lace bra,5,67,0,88,9249502,16,0,3.18
Revolving door,2,68,1,88,9256589,16,0,3.0
Signs,7,65,1,88,9241516,16,0,2.89
Siren sounds (bonus),15,76,0,88,9256589,16,0,3.06
Sports car,6,69,0,88,9256589,16,0,2.75
Purple lace bra,6,67,0,88,9249502,15,0,3.18
Restart,1,35,0,39,1586,1,2,2.62
Revolving door,3,85,1,88,9241516,15,0,3.0
Shake It To The Max (FLY) - Remix,1,85,1,73,197500,1,2,2.97
Sports car,7,66,0,88,9256589,15,0,2.75
Like I do,10,66,1,88,9249502,15,0,3.03
Miss possessive,1,76,1,88,9249502,15,0,2.31
No I'm not in love,12,61,0,88,9256589,15,0,2.83
Dear god,5,68,0,88,9241516,15,0,2.85
Greenlight,14,66,1,88,9241516,15,0,2.75
Happen To Me,1,59,0,65,587206,1,2,3.06
I know love (feat. The Kid LAROI),9,73,1,88,9249502,15,0,2.6
La La La,1,48,0,38,963,1,2,3.31
Sports car,6,86,0,88,9256589,16,0,2.75
La Plena - W Sound 05,1,89,1,73,812534,1,2,2.5
so sick,1,40,0,27,200,9,1,3.16
We Are Not Broken,1,23,0,16,9639,1,2,3.71
Busy Woman,16,82,1,91,26559943,17,0,3.11
NOKIA,14,85,1,95,103039388,21,0,4.01
We Hug Now,1,80,0,63,340502,1,2,4.14
tweaker - Acoustic,1,0,0,10,355,1,2,2.12
Show Me Love,1,86,0,73,226566,1,2,2.94
Ordinary,1,90,0,84,2880337,1,2,3.11
Do It Again,1,44,0,51,43179,1,2,3.26
Born Again (feat. Doja Cat & RAYE),1,72,1,75,13273537,1,2,3.85
Abracadabra,1,81,0,88,42256604,1,2,3.72
Baptized In Fear,6,71,0,93,112918137,22,0,3.86
Big Sleep (feat. Giorgio Moroder),16,62,0,93,112918137,22,0,3.75
Take Me Back To LA,15,67,0,93,112918137,22,0,4.22
The Abyss (feat. Lana Del Rey),19,75,0,93,112918137,22,0,4.71
Timeless (feat Playboi Carti),13,90,1,93,112918137,22,0,4.26
Until We're Skin & Bones,5,21,0,93,112957721,22,0,0.36
Wake Me Up (feat. Justice),1,70,0,93,112957721,22,0,5.14
Hurry Up Tomorrow,22,63,0,93,112918137,22,0,4.85
I Can't Fucking Sing,3,18,1,94,112995439,22,0,0.2
I Can't Wait To Get There,12,66,1,93,112918137,22,0,3.14
Without a Warning,21,66,0,93,112957721,22,0,4.95
Cry For Me,2,82,1,93,112918137,22,0,3.73
Drive,18,64,0,93,112918137,22,0,3.14
Enjoy The Show (feat. Future),10,66,1,93,112918137,22,0,5.02
Give Me Mercy,17,62,0,93,112918137,22,0,3.6
Given Up On Me,11,67,0,94,112995439,22,0,5.91
Red Terror,20,62,0,93,112918137,22,0,3.86
"Reflections Laughing (feat. Travis Scott, Florence + The Machine)",9,70,1,94,112995439,22,0,4.85
São Paulo (feat. Anitta),4,84,1,93,112918137,22,0,5.02
Love Hangover (feat. Dominic Fike),1,68,1,81,12328041,1,2,3.0
Niagara Falls,14,71,1,93,112957721,22,0,4.62
Open Hearts,7,73,0,93,112918137,22,0,3.91
Opening Night,8,64,0,94,112995439,22,0,1.6
Baptized In Fear,6,63,0,93,112918137,22,0,3.86
let me fall,1,51,1,59,130298,3,2,2.68
May You Always Shine,5,25,0,23,2055,14,0,3.47
Arm's Length,1,54,1,73,1205664,3,2,3.99
Better Me For You (Brown Eyes),2,80,0,72,694838,10,0,3.23
Striptease,9,54,0,64,1442113,11,0,4.72
Volta Amor,1,12,1,2,107,2,2,2.73
Red Velvet (with Ari Abdul),1,56,0,61,288264,1,2,3.1
Sports car,1,79,0,88,9241516,3,2,2.75
Fancy,1,40,0,47,74067,1,2,2.7
Greedy,1,49,0,51,2385,1,2,2.07
her name,1,54,0,53,19010,3,2,2.68
Forever Young,1,51,0,78,41271918,2,2,2.96
Changes,1,37,0,61,847354,1,2,2.58
Me Hace Daño Verte - Cover,1,12,0,3,92,1,2,4.73
Neon Hong Kong,1,44,1,48,193266,21,0,3.03
Strangers,1,47,0,52,78478,1,2,2.85
Poison In My Veins,1,54,0,55,68465,1,2,3.78
Soda Soda,5,35,0,61,6374933,9,0,3.59
3ayez Salamtak,2,41,0,61,6371210,9,0,3.78
Ana Mesheet,8,45,0,61,6371210,9,0,3.7
Baseet,4,41,0,61,6371210,9,0,4.68
Habebna,9,40,0,61,6382603,9,0,4.14
Law Tigi,3,56,0,61,6371210,9,0,4.2
Let It Burn,1,36,1,28,1103,1,2,4.32
Moftakedni,1,48,0,61,6374933,9,0,3.89
Omri Eli Fat,7,36,0,61,6379004,9,0,4.03
Tigi Nehareb,6,42,0,61,6374933,9,0,4.09
ARCHITECT,1,23,0,7,60,1,2,2.47
Back In Love,1,58,0,62,47263,1,2,2.55
Keep it 2 myself,1,40,0,34,1703,2,2,2.44
DtMF,16,91,1,95,102500980,17,0,3.95
EoO,15,88,1,95,102571645,17,0,3.41
BAILE INoLVIDABLE,3,90,1,95,102536542,17,0,6.12
NUEVAYoL,1,89,0,95,102571645,17,0,3.06
"ME, MYSELF,& MO.CITY/ I TOLD YOU",7,30,1,13,119,12,0,9.85
BAKU,1,24,1,8,2482,1,2,2.92
kisses in the wind,1,52,1,82,15689879,1,2,2.46
back to friends,1,92,0,85,2789144,1,2,3.31
Overdrive (Alive),1,0,0,48,120148,1,2,2.71
Elle t’a tué,1,42,0,24,378,1,2,2.28
GET YOU BACK,1,21,1,6,27,1,2,3.33
BMF,5,78,1,87,33055350,38,0,3.01
I'm Sorry,1,3,0,58,146944,1,2,3.17
"It Ain't Me, Babe",18,71,0,56,149707,23,0,3.62
Moonlight Shadow,1,37,0,22,1009,1,2,3.06
I See,1,50,1,48,8682,3,2,2.58
I See - Sped Up,2,45,1,48,8682,3,2,2.3
when he holds u close,1,47,0,59,72278,3,2,2.6
Show Me,1,54,0,52,21748,3,2,3.44
Feel Good,5,78,1,69,456500,10,0,3.54
Freaks,1,54,0,50,39852,1,2,2.01
Viva La Vida,1,33,0,41,11030,1,2,2.09
Only Wanna Dream,1,13,0,50,32968,1,2,2.12
different,1,33,0,40,9764,2,2,2.98
APT.,6,83,0,78,13313690,12,0,2.83
Parachute,1,25,0,17,1310,1,2,1.99
Place We Know,1,54,0,42,294,1,2,2.6
Supply And Demand,1,26,1,9,73,1,2,2.75
toxic till the end,4,79,0,78,13313690,12,0,2.61
Ghost,1,32,0,20,218,10,1,5.52
Drip Down,1,16,0,58,175275,1,2,2.1
One Call,1,36,0,41,30239,2,2,2.27
Outside,1,37,0,41,8658,1,2,2.84
She Doesn't Mind,1,2,0,50,12471,1,2,2.42
I Think They Call This Love - Cover,2,69,0,53,212334,2,2,3.27
KHÔNG SAO CẢ (feat. 7dnight),2,47,0,55,2085415,6,2,4.15
Getting Older (Time Is Ticking),1,22,0,7,34,1,2,2.89
I Promised You (feat. Ray Chen),47,48,0,76,771281,49,0,3.36
Sucker (from the series Arcane League of Legends),3,68,1,76,771980,22,0,3.73
Wasteland (from the series Arcane League of Legends),21,67,0,76,771980,22,0,2.68
Remember Me (from the series Arcane League of Legends),9,68,0,76,771688,22,0,2.03
Ma Meilleure Ennemie (from the series Arcane League of Legends),16,75,0,76,771688,22,0,2.46
luther (with sza),3,83,0,89,44606446,12,0,2.95
Defying Gravity,11,74,0,66,522714,12,0,7.66
squabble up,2,80,1,89,44606446,12,0,2.63
luther (with sza),3,84,0,89,44592005,12,0,2.95
Loveline,1,9,0,60,38969,1,2,2.25
makes me want you,1,71,0,85,2795852,1,2,2.68
MUSTANG BABY (FT. ARTEMAS),6,58,1,68,1719445,15,0,3.19
P*RNSTAR,2,74,1,68,1719900,15,0,2.49
Panda Eyes,1,9,1,51,34822,1,2,2.06
People Watching,1,64,0,73,1204977,1,2,5.19
Birds Of A Feather,1,44,0,37,825,1,2,2.98
DIRTY LITTLE SECRET,15,60,0,68,1719900,15,0,3.58
Safe,1,48,0,37,794,1,2,2.7
How Deep Is Your Love,1,57,0,48,2631,1,2,2.49
Kill for you,1,44,0,48,10272,2,2,3.1
Nice To Meet You,1,75,0,74,1317349,7,2,2.93
Not Alone - Acoustic Version,2,54,0,72,715424,2,2,3.36
15 Minutes,1,33,0,45,9382,1,2,2.11
Birds Of A Feather,1,3,0,50,12555,1,2,2.41
"Aa Zara (From Murder 2"")""",11,15,0,74,17579633,50,1,4.95
Downtown Lover,1,41,0,58,146944,1,2,2.08
The Fall,2,75,0,73,1943383,25,0,3.29
São Paulo (feat. Anitta),1,12,1,93,112957721,1,2,5.02
over my dead body,1,57,0,59,130194,2,2,2.73
Change the World,1,20,0,8,2057,1,2,3.02
St. Chroma (feat. Daniel Caesar),1,76,1,86,24430255,14,0,3.28
Like Him (feat. Lola Young),12,85,1,86,24420596,14,0,4.63
midnight,1,58,0,61,46395,6,2,2.15
Aquamarine,1,60,0,74,1366758,2,2,2.71
Blink Gone (VIVINOS - ALNST Original Soundtrack Part.8),1,70,0,60,183597,1,2,3.14
GODS,1,40,0,41,11036,1,2,2.01
Disease,1,70,0,89,42275793,1,2,3.83
DISCO COWBOY,2,43,0,58,192735,33,0,2.63
Forever Young,1,73,0,87,27141717,2,2,2.61
ALL NIGHT LONG,5,54,1,58,192735,33,0,3.56
ALWAYS BEEN YOU,13,66,0,72,968416,14,0,2.14
APT.,1,88,0,78,13320396,1,2,2.83
MAKE THE ANGELS CRY,9,65,0,72,968416,14,0,2.37
SUPERMAN,4,64,1,58,192887,33,0,2.73
That’s So True,15,89,1,82,7420507,20,0,2.77
THE GREATEST SHOW,5,44,0,58,192887,33,0,3.16
Thin Illusions,8,31,0,30,28410,10,0,3.01
This Is Not Real,6,38,0,29,28413,10,0,4.03
House Again,1,69,0,71,344824,1,2,3.39
ITTY BITTY,4,61,1,58,192735,33,0,2.38
PAINFUL PARADISE,1,47,0,58,192735,33,0,2.89
pills & zinfandel,2,18,1,20,4873,7,0,2.63
Precious,1,47,0,59,72278,2,2,2.09
Somebody That I Used To Know,1,47,0,62,159294,1,2,1.98
i'm just tryna tell you how I feel,1,19,1,35,1329,5,2,3.68
Guess featuring billie eilish,16,80,0,82,6318755,34,0,2.38
Lose Myself Tonight,1,30,0,29,378,1,2,2.33
"Girl, so confusing featuring lorde",10,78,0,82,6315216,34,0,3.43
Acapulco,1,1,0,47,9575,1,2,1.95
PUSH 2 START,2,80,0,77,3505794,17,0,2.61
Rock My Body,1,32,0,34,1809,1,2,2.1
Sympathy is a knife featuring ariana grande,3,63,1,82,6318755,34,0,2.56
Von dutch a. g. cook remix featuring addison rae,6,62,0,82,6315216,34,0,2.62
Heart of Stone,3,65,0,79,6099725,22,0,3.02
In My Bed,20,27,0,48,11894,28,1,2.73
Mantra,1,73,1,81,12337033,1,2,2.27
Paradise,1,34,0,60,63155,1,2,2.73
how could u love somebody like me?,1,71,0,74,1378074,1,2,2.1
Growing Up,1,28,1,22,26987,1,2,3.88
Espresso,1,41,1,55,28232,1,2,2.14
MAYBE.,2,41,0,66,182377,3,2,3.92
Moonlit Floor (Kiss Me),1,71,0,75,13266900,1,2,2.59
Same Heart,1,53,0,46,1185,1,2,2.54
The Days,2,61,0,70,87184,2,2,2.82
Autopilot,6,26,0,18,1450,10,1,3.63
Allein Allein - BENNETT Remix,1,52,0,76,11247155,2,2,2.43
say my name,1,49,0,52,21748,3,2,2.75
SCREAM MY NAME,5,59,0,72,2131649,10,0,2.66
This Little Girl,1,31,0,41,11036,1,2,1.73
Timeless (feat. Playboi Carti),1,19,1,94,112995439,1,2,4.26
Villain,1,46,0,52,78423,1,2,2.52
Tu Boda,1,83,1,81,6968754,1,2,3.76
Ordinary,1,91,0,84,2890457,11,0,3.11
Roaring 20s,1,53,0,40,949,1,2,3.03
Pushing It Down and Praying,1,70,0,74,1544658,1,2,3.9
Roses,12,23,0,43,301512,12,0,4.58
Sorry,10,28,0,43,301496,12,0,3.97
Wanted?,5,39,0,43,301499,12,0,3.86
Hung Up,1,28,0,42,3070,1,2,2.12
Know Better,3,26,0,43,301499,12,0,2.5
Black & Gold,1,33,0,66,277232,1,2,2.08
LIL DEMON,2,74,1,88,22675640,17,0,2.31
Living Room,11,24,0,43,301499,12,0,3.33
Órale,9,26,1,43,301532,12,0,2.89
Out of My League,1,29,1,48,74002,2,2,2.6
nothing to u,6,56,1,82,15684530,11,0,2.46
high school,3,62,1,82,15689879,11,0,2.8
praying to the sky,1,63,1,82,15684530,11,0,3.98
the way i see things,2,67,1,82,15684530,11,0,2.23
veins,9,60,1,82,15702014,11,0,3.47
another song,4,55,1,82,15684530,11,0,2.15
five degrees,5,63,1,82,15695162,11,0,2.43
life force,3,5,0,64,423959,8,0,1.82
Modern Tragedy,1,34,0,62,2101848,1,2,2.99
night in,1,41,0,34,1434,1,2,3.0
Dancing In The Flames,1,75,0,94,112995439,1,2,3.66
Bad Dreams,1,79,0,83,5670437,1,2,3.07
To Love,18,65,1,68,1394134,18,0,3.94
What Kinda Man,1,67,0,66,704570,1,2,4.31
Oh My Love,1,65,0,61,26114,1,2,2.74
Pivot & Scrape,1,40,0,37,53720,2,2,3.61
It's ok I'm ok,1,73,1,88,9256589,1,2,2.6
Black and Blue,2,22,0,37,53676,2,2,3.82
Back With The Pen Like,1,21,1,7,24,1,2,2.47
Chicken Change,1,25,1,9,127,1,2,3.24
The Doll People,4,59,1,56,557610,6,2,3.43
Move,1,42,0,42,4170,1,2,2.08
If the Earth is Spinning (feat. Sia),10,28,0,48,808436,12,0,3.22
Keep Your Eyes Peeled,1,54,0,46,82479,15,0,3.84
Don’t Mind If I Do (ft. Ella Langley),1,71,0,75,1372158,1,2,3.64
Ghost,1,24,0,36,992,1,2,2.13
The Emptiness Machine,1,77,1,88,31785695,1,2,3.17
Paint The Town Blue (from the series Arcane League of Legends),1,62,0,71,2614697,1,2,1.92
Gothic Castle Gates,17,0,0,40,25945,21,0,3.39
Sun Comes Down,1,46,0,47,4124,1,2,2.56
Hekaya,9,15,0,53,553964,9,0,4.04
L Awl,1,17,0,53,554064,9,0,3.84
la2,8,19,0,53,554173,9,0,4.12
F*ck With Me,7,0,1,52,78478,7,0,3.03
Al Origami,7,21,0,53,553964,9,0,3.25
as good a reason,8,60,0,66,785421,15,0,2.82
Leltak Fol,3,47,0,53,554064,9,0,3.49
Love From U,1,26,0,41,11036,1,2,1.87
Mafiish,4,21,0,53,554173,9,0,3.47
Mnml,6,24,0,53,553964,9,0,2.46
Mstny,2,17,0,53,554173,9,0,2.98
MTSR74,5,17,0,53,553964,9,0,2.82
my mind (now),1,43,0,66,785952,15,0,2.94
Havana - Slowed,1,31,0,32,637,1,2,3.14
White Orchard (From 'Witcher 3'),1,34,0,37,5993,4,2,2.6
Lie To Girls,11,67,1,91,26538275,12,0,3.36
Taste,1,69,0,91,26538275,12,0,2.62
Coincidence,5,73,0,91,26538275,12,0,2.73
Don’t Smile,12,77,0,91,26559943,12,0,3.43
Dumb & Poetic,8,68,1,91,26538275,12,0,2.22
Embrace It,1,76,1,59,273361,1,2,1.74
Espresso,7,85,1,91,26559943,12,0,2.92
Good Graces,3,77,1,91,26559943,12,0,3.08
Juno,10,83,1,91,26516295,12,0,3.71
Bed Chem,6,82,0,91,26516295,12,0,2.86
Breathe Me In,1,45,0,58,146944,1,2,2.21
Please Please Please,2,83,1,91,26516295,12,0,3.1
Sharpest Tool,4,72,1,91,26559943,12,0,3.63
Slim Pickins,9,70,0,91,26516295,12,0,2.53
i know - Omido Remix,1,46,1,59,130194,2,2,2.32
因果(Karma Code),6,62,0,64,298654,19,0,2.51
Too Sweet,1,81,0,82,9114093,23,0,4.19
L'Amour Toujours,1,28,0,45,2194,1,2,2.12
Memories,1,0,0,52,44492,1,2,2.63
Pass Me Round,1,20,0,9,64,1,2,3.27
Raise The Red Flag,1,42,1,71,4968982,2,2,4.82
Die With A Smile,1,91,0,88,42237551,1,2,4.19
Devil I've Been (Feat. ERNEST),11,58,0,86,47722935,18,0,3.04
Finer Things (Feat. Hank Williams Jr.),2,59,0,85,47716988,18,0,3.09
Goes Without Saying (Feat. Brad Paisley),7,59,0,86,47720209,18,0,3.53
Guy For That (Feat. Luke Combs),8,76,0,85,47716988,18,0,2.73
Have The Heart (Feat. Dolly Parton),5,56,0,86,47722935,18,0,3.05
Hide My Gun (Feat. HARDY),15,61,1,85,47716988,18,0,3.67
I Had Some Help (Feat. Morgan Wallen),3,82,1,85,47716988,18,0,2.97
Wrong Ones (Feat. Tim McGraw),1,66,1,86,47720209,18,0,3.26
Yours,18,63,0,85,47716988,18,0,3.32
What Don't Belong To Me,6,66,0,86,47720209,18,0,3.45
Pour Me A Drink (Feat. Blake Shelton),4,70,0,86,47722935,18,0,3.25
Right About You,16,54,0,86,47720209,18,0,3.05
Losers (Feat. Jelly Roll),10,70,0,85,47716988,18,0,3.48
M-E-X-I-C-O (Feat. Billy Strings),17,57,0,85,47716988,18,0,2.59
Missin’ You Like This (Feat. Luke Combs),13,62,0,86,47720209,18,0,3.71
Never Love You Again (Feat. Sierra Ferrell),12,56,0,86,47722935,18,0,3.11
New Woman (feat. ROSALÍA),1,69,1,75,13266900,1,2,2.99
Nosedive (Feat. Lainey Wilson),9,65,0,85,47716988,18,0,3.2
California Sober (Feat. Chris Stapleton),14,57,1,86,47720209,18,0,3.4
2am,1,40,0,52,78423,4,2,2.58
BABY I'M BACK,1,74,1,79,6593079,28,0,2.85
Diet Pepsi,1,77,0,74,1364231,1,2,2.82
GIRLS,6,67,1,79,6596750,28,0,2.54
I'll Just Say It,1,12,1,50,17560,3,2,2.64
Like a Prayer - Choir Version From “Deadpool & Wolverine”,3,71,0,52,8928,3,2,2.54
Love Me Not,7,89,0,76,844558,11,0,3.55
MUTT,1,72,1,74,734468,1,2,3.22
Take A Bite,1,70,0,78,6522709,14,0,2.64
Underwater,1,24,0,31,1176,1,2,2.25
Why Why Why,1,22,1,81,45700057,2,2,2.81
LIFETIMES,1,58,0,83,38400585,1,2,3.2
insane,1,29,1,34,1434,1,2,1.94
Rip,1,51,0,47,1186,1,2,2.09
Stargazing,1,41,0,42,4170,1,2,2.15
